artist,tags
Kutiman,funk | trip-hop | jazz | afrobeat | experimental | israeli | israel | fusion | nu funk | electronic
Nathanael,death metal | black metal | melodic death metal | symphonic black metal | progressive death metal | poland | german | melodic black metal | progressive black death metal | polish
Voilaaa,funk | french | france | spy | soul | disco | lounge | funk_add_to_lidarr_batch_29 | afrobeat
Big Ty,
The Poets Of Rhythm,funk | jazz | jazz funk | modern funk | acid jazz | hip-hop | groove | ninja tune | soul | nu jazz
Son Palenque,colombia | champeta | colombian | latin | 11 | vocal | world | folklore | african | traditional
Ikebe Shakedown,afrobeat | funk | brooklyn | jazz | instrumental | new york | american | afro-funk | all | trumpet
Nosa,the netherlands | rap | netherlands | hip hop | under 2000 listeners
The Mighty Imperials,funk | deep funk | groove | modern funk | deep funk revival | raw funk | soul | all | instrumental | usa
Wganda Kenya,all | colombia | latin | afrobeat | chill906 | champeta | west african funk | african | world | 70s
Osibisa,funk | afrobeat | jazz | african | 70s | fusion | world | ghana | africa | jazz rock
Nero X,
Angeloh,
Lijadu Sisters,afrobeat | nigeria | female vocalists | african | west african funk | world | funk | africa | melodic | intense
Brownout,funk | latin | latin funk | modern funk | funky style | dance | instrumental | drums | brass | usa
Speedometer,funk | deep funk | modern funk | downtempo | funky | jazz | british | nu funk | groove | all
Eddie Neblett,
São Paulo Ska Jazz,ska-jazz | ska | jazz | instrumental | ska jazz | brazilian | brazil | multicultural | fusion | relaxing
Lafayette Afro Rock Band,funk | afrobeat | 70s | jazz | afro | french | france | nyc | afro-beat | new york
Femi Kuti,afrobeat | african | world | jazz | nigeria | funk | nigerian | world music | africa | femi kuti
ATR,digital hardcore | electronic | industrial | hardcore | punk | german | breakcore | noise | cyberpunk | hardcore punk
Orchestra Baobab,african | senegal | world | world music | africa | jazz | afrobeat | senegalese | afro-cuban jazz | afro-cuban
ST-Saint,
A Mose,
Les Mamans du Congo,congo-brazzaville | congo | comgo | afrobeat
Ocote Soul Sounds,afrobeat | latin | trip hop | funk | you are welcome in poland | brooklyn | electronic | usa | trip-hop | american
Oba Reengy,
Orquestra Voadora,mpb | brazilian | brass band | carnaval | marchina | fanfarra
Star Feminine Band,benin | afrobeat | highlife | vocal | african | try | west african | rumba | bookmarks | sato
Rehmahz,
Victor Rice,dub | ska | traditional ska | reggae | rocksteady | usa | experimental | brazil | 90s | rocks
The Souljazz Orchestra,afrobeat | jazz | funk | canada | souljazz | soul | canadian | world | latin | jazz-funk
Ondatrópica,cumbia | latin | colombia | latin jazz | salsa | colombian | world | tropical | lute | ska
Thee Commons,rock | psychedelic | latin | usa | los angeles | power trio | chicano rock | burger records | psychedelic cumbia punk | burgerrecords
Kiko Dinucci e Bando Afro Macarrônico,
Gyedu-Blay Ambolley,afrobeat | ghana | highlife | all | african | funk | jazz | ghanaian | world | funk_add_to_lidarr_batch_11
Ebo Taylor,afrobeat | funk | ghana | african | highlife | fusion | world music | west african funk | ghanaian | afro-funk
Greyboy,acid jazz | funk | hip-hop | jazz | electronic | downtempo | nu jazz | jazz hop | chillout | hip hop
Rex Williams,afrobeat | nigeria | 70s | funk | nigerian | african | west african funk | spotify | world
Akalé Wubé,jazz | funk | ethiopian | groove | france | french | afrobeat | ethio jazz | jazz-funk | ethiopia
Ilover,
TBabz,
Jaron Nurse,trinidad | gospel
Bantunagojeje,
The Sound Stylistics,funk | soul | acid jazz | deep funk | jazz | modern funk | instrumental | groove | funky | 70s
The Soul Snatchers,funk | soul | funky stuff | funky | funky style | dutch | boogaloo | modern funk | nu jazz | jazz
Vaudou Game,afrobeat | funk | france | togo | african | benin | french | togo-benin inspirations | funk_add_to_lidarr_batch_28 | ma vie de roadie
Greatman Takit,
Euforquestra,afrobeat | funk | world music | jazz | world | evislwa | latin
Eben,trap | electronic | classical | hip-hop | romantic | edm | christian
The Dynamics,reggae | funk | soul | dub | french soul | northern soul | covers | skinhead reggae | 60s | american
Matata,funk | afrobeat | kenya | african | afro-funk | africa | all | afrofunk | african funk | west african funk
Jungle Fire,funk | afrobeat | soul | latin | ska | los angeles | usa | all | jazz | american
Buyepongo,los angeles | latin | world | united states | cumbia | sxsw 2016 | afrobeat
Ricardo Lemvo,salsa | latin | africa | african | congo | world | world music | dr congo | favoriten | all
Foli Griô Orquestra,
Pat Kalla,french
Iconili,instrumental | afrobeat | jazz | brasil | progressive | brazil | brazilian | afro-funk | all | jazz-funk
Hektombe,
Sharyn,
Qyubi,
BANTU,afrobeat | reggae | nigeria | funk | lagos | fela kuti | tony allen | afropolitan vibes | abiodun | ade bantu
Soothsayers,reggae | funk | afrobeat | dub | british | trumpet | jazz | english | vocal | london
Warsaw Afrobeat Orchestra,funk | afrobeat | reggae | jazz | orchestra | fusion | polish | warsaw | beat | groove
Höröyá,afrobeat | djembe | percussion | brasil | bookmarks | brazilian | afro-folk | afro-brazilian folk
Lefties Soul Connection,funk | jazz | instrumental | dutch | raw funk | deep funk | modern funk | funky | hammond organ | groovy
Marizu,nigeria | christian
Sambabook,brazil | brazilian
J Prince,
Alogte Oho & His Sounds of Joy,ghana | gospel | africa | african | ghanaian | funk_add_to_lidarr_batch_2
Bacao Rhythm & Steel Band,funk | germany | german | soul | steel drums | steelpan | hip-hop
Pacific Express,south africa | soul | africa | funk | african | rnb | all | afrofunk | africosmic
The Sorcerers,jazz | funk | afrobeat | ethio-jazz | united kingdom | england | ethiopia | clarinet | hardcore | jazz-funk
King Sunny Ade,african | nigeria | juju | africa | world | afrobeat | nigerian | king sunny ade | afro-beat | juju music
La BOA,trumpet | guitar | latin | jazz | vocal | trombone | saxophone | keyboard | colombia | bass
IFÁ,brazil | afrobeat
Whitefield Brothers,funk | deep funk | soul | funky | stones throw | germany | german | all | psychedelic | jazz
The Shaolin Afronauts,afrobeat | jazz | funk | soul jazz | afrofunk | australia | australian | afrofuturism | jazz-funk | spiritual jazz
Manoel Cordeiro,latin | brazilian | caribbean | zouk | lambada | amapa
Orlando Julius,afrobeat | nigeria | african | world | funk | africa | highlife | soul | all | jazz
Elikem Kofi,
Dos Santos,chicago | latin | rock | psychedelic | rnb | pop | guitar | vocal | usa | american
Zé Bigode Orquestra,brazil | brazilian
Chief Checker,afrobeat | west african funk | 70s | all | spotify | funk | nigeria | nigerian
Lo'Jo,french | chanson | folk | world | world music | world fusion | mali | jewish | algerian | indie
The Mauskovic Dance Band,netherlands | psychedelic | latin | disco | cumbia | psychedelic rock | nu jazz | the netherlands | dutch | nu-jazz
Maga Bo,brazilian | lounge | chillout | electronic | broken world beats | hip-hop | hip hop | breakbeat | ethnocore | jazzy
The Sugarman 3,funk | jazz | daptone | soul | nyc | soul-jazz | united states | new york | instrumental | usa
TB1,house | electronic | electro | electro house
Louis Pascal,
Oneness Of Juju,funk | afrobeat | jazz | world | soul | 70s | african | africa | all | jazz-funk
Jlyricz,
Monomono,ambient | techno | minimal | electro | rave | afrobeat | nigeria | funk | africa | all
Tony Allen With Africa 70,afrobeat | funk | jazz | african | world | nigeria | nigerian | africa | world music | soul
Girma Bèyènè,jazz | ethiopia | ethiopian | african | ethiopiques | ethiopian jazz | funk | world | all | 70s
Niña Dioz,mexican | hip-hop | female art rap | rap | chingoneria | mexico | hip hop | mujer hip-hop | mexico mty
Geraldo Pino,afrobeat | funk | sierra leone | african | africa | soul | world | afrofunk | 11 | latin
El Rego,funk | soul | benin | afrobeat | africa | world | all | african | psychedelia | to listen
Antibalas,afrobeat | funk | jazz | world | ninja tune | 7soul | world music | african | all | dub
Lara George,christian reggae | gospel | gospel reggae | christian | jesus-reggae | holy reggae | jesus reggae
Nomo,afrobeat | funk | jazz | jazz-funk | instrumental | experimental | jazz funk | fusion | electronic | afro-beat
Assagai,afrobeat | african | rock | south africa | world | jazz rock | soul | 70s | funk | jazz
The Funkees,afrobeat | funk | african | nigeria | africa | all | nigerian | west african funk | 70s | world music
Buena Onda Reggae Club,reggae | ska | brazil | instrumental | 10s | 20s | traditional ska | brazilian ska
The Daktaris,afrobeat | funk | african | soul | afrofunk | the daktaris | jazz | all | afro-beat | dance
Bola Johnson,nigeria | funk | africa | afrobeat | world music | all | need to rate | west african funk | african | world
Azarel,hip-hop | electronic | washington
Edem Evangelist,
Nkumba System,world | fusion | colombia | afro
Chico Mann,afrobeat | funk | latin | soul | electronic | electronica | dub | afro-freestyle | all | usa
cacique'97,afrobeat | portugal | mozambique | funk | world | hip-hop | electronic | portuguese | afro-beat | all
Joshua Ali,
Dele Ojo,
The Polyversal Souls,berlin | germany | a party on another planet | ethiopian jazz
Gil Joe,
Gilles Peterson's Havana Cultura Band,latin | jazz | cuban | cubano | you are welcome in poland | funk_add_to_lidarr_batch_10 | gilles peterson
Meridian Brothers,cumbia | experimental | tropical | electronic | colombia | salsa | psychedelic | latin | colombian | digital cumbia
The Neighbourhood,indie | indie rock | indie pop | rock | alternative | alternative rock | 10s | american | pop | male vocalists
MGMT,electronic | indie | psychedelic | alternative | indie pop | american | indie rock | synthpop | pop | rock
Sam Tinnesz,alternative | electropop | indie pop | singer-songwriter | indie rock | usa | american | alternative pop rock | electro pop | gaming
Nirvana,grunge | rock | alternative rock | alternative | 90s | american | punk | nirvana | seattle | hard rock
KALEO,blues rock | icelandic | rock | alternative rock | folk | indie rock | iceland | folk rock | blues | indie folk
The Score,rock | alternative | mod | freakbeat | alt-rock | pop | usa | aor | american | space-rock
grandson,alternative rock | indie rock | my top songs | alternative | rock | trap | canadian | rap rock | hip-hop | electronic
WALK THE MOON,indie rock | indie | indie pop | american | alternative | rock | pop | pop rock | usa | alternative rock
Red Hot Chili Peppers,rock | alternative rock | funk rock | alternative | funk | american | 90s | red hot chili peppers | california | punk
The Killers,indie | indie rock | rock | alternative | alternative rock | american | the killers | pop | new wave | post-punk revival
Nickelback,rock | alternative rock | hard rock | alternative | canadian | post-grunge | nickelback | grunge | pop rock | post grunge
Weezer,alternative rock | rock | alternative | indie | indie rock | power pop | american | 90s | emo | pop punk
Deftones,nu metal | alternative | metal | alternative rock | alternative metal | rock | experimental | american | hard rock | experimental rock
Julieta Venegas,latin | female vocalists | pop | mexican | spanish | latin pop | singer-songwriter | mexico | alternative | folk
The Offspring,punk rock | punk | rock | alternative rock | alternative | pop punk | american | skate punk | 90s | the offspring
The 1975,indie | indie rock | british | alternative | rock | alternative rock | indie pop | manchester | pop | pop rock
Radiohead,rock | alternative | alternative rock | indie | electronic | british | experimental | indie rock | britpop | art rock
Hoobastank,alternative rock | rock | alternative | punk rock | punk | post-grunge | american | hard rock | hoobastank | pop rock
The White Stripes,rock | alternative rock | alternative | indie | indie rock | garage rock | blues rock | blues | american | garage
